id,edad,genero,tipo_ocupacion,tipo_vivienda,nivel_ahorro,saldo_categoria,saldo_cuenta_cop,monto_credito_cop,plazo_meses,proposito_credito,estado_pago_previo,riesgo
2719,36.0,M,informal,propia,bajo,alto,4112000.0,4994000.0,24.0,negocio,mora_severa,malo
2720,,M,alta_calificacion,arrendada,medio,sin_cuenta,0.0,19559000.0,21.0,negocio,mora_severa,malo
2721,27.0,F,formal_no_calificado,propia,medio,medio,949000.0,9129000.0,42.0,educacion,mora_severa,bueno
2722,41.0,F,formal_no_calificado,arrendada,bajo,bajo,244000.0,3173000.0,15.0,negocio,mora_severa,malo
2723,30.0,F,formal_no_calificado,arrendada,bajo,bajo,117000.0,1782000.0,27.0,electrodomesticos,al_dia,bueno
2724,47.0,F,formal_calificado,familiar,medio,sin_cuenta,0.0,4438000.0,21.0,libre_inversion,mora_severa,malo
2725,39.0,M,informal,arrendada,bajo,medio,806000.0,3795000.0,12.0,libre_inversion,al_dia,bueno
2726,32.0,F,formal_calificado,familiar,bajo,bajo,256000.0,3069000.0,9.0,educacion,mora_severa,bueno
2727,43.0,F,formal_calificado,propia,medio,alto,2626000.0,1815000.0,9.0,electrodomesticos,al_dia,bueno
2728,32.0,M,informal,arrendada,bajo,bajo,,10426000.0,30.0,libre_inversion,sin_creditos_previos,bueno
2729,40.0,M,informal,familiar,bajo,alto,2567000.0,4345000.0,,libre_inversion,mora_severa,bueno
2730,29.0,F,formal_no_calificado,propia,bajo,sin_cuenta,0.0,5029000.0,27.0,otros,mora_leve,bueno
2731,43.0,M,informal,arrendada,medio,sin_cuenta,0.0,4745000.0,30.0,libre_inversion,mora_leve,malo
2732,25.0,F,informal,familiar,medio,alto,1079000.0,6137000.0,9.0,vehiculo,mora_severa,bueno
2733,27.0,F,informal,arrendada,bajo,sin_cuenta,0.0,20236000.0,45.0,remodelacion,mora_severa,malo
2734,28.0,M,informal,propia,,sin_cuenta,0.0,7612000.0,36.0,remodelacion,mora_severa,bueno
2735,30.0,M,formal_calificado,propia,bajo,sin_cuenta,0.0,16965000.0,21.0,libre_inversion,al_dia,bueno
2736,37.0,F,formal_no_calificado,arrendada,bajo,medio,650000.0,7649000.0,27.0,remodelacion,al_dia,malo
2737,34.0,M,formal_no_calificado,familiar,bajo,medio,463000.0,4339000.0,12.0,vehiculo,mora_severa,bueno
2738,40.0,F,formal_no_calificado,propia,bajo,alto,3524000.0,7103000.0,12.0,libre_inversion,al_dia,bueno
2739,45.0,M,informal,propia,medio,sin_cuenta,0.0,4447000.0,21.0,remodelacion,al_dia,bueno
2740,24.0,F,,propia,bajo,sin_cuenta,0.0,13478000.0,15.0,negocio,mora_leve,malo
2741,47.0,M,formal_calificado,arrendada,muy_alto,sin_cuenta,0.0,3042000.0,21.0,educacion,mora_severa,bueno
2742,32.0,M,,arrendada,muy_alto,alto,951000.0,1611000.0,18.0,libre_inversion,al_dia,bueno
2743,52.0,F,formal_no_calificado,arrendada,bajo,bajo,147000.0,4805263.0,32.0,libre_inversion,al_dia,bueno
2744,29.0,M,formal_calificado,arrendada,medio,bajo,,16674000.0,27.0,vehiculo,al_dia,malo
2745,23.0,M,formal_no_calificado,arrendada,,sin_cuenta,0.0,2627000.0,15.0,libre_inversion,mora_severa,malo
2746,39.0,M,informal,arrendada,bajo,sin_cuenta,0.0,6119000.0,30.0,libre_inversion,al_dia,malo
2747,39.0,F,informal,arrendada,,medio,254000.0,2445651.0,12.0,libre_inversion,al_dia,bueno
2748,27.0,F,formal_no_calificado,propia,muy_alto,bajo,83000.0,6711000.0,21.0,libre_inversion,al_dia,bueno
2749,27.0,M,formal_calificado,propia,bajo,bajo,72000.0,2658000.0,33.0,electrodomesticos,mora_severa,malo
2750,41.0,M,formal_calificado,familiar,medio,bajo,,4040366.0,9.0,libre_inversion,al_dia,bueno
2751,37.0,M,formal_calificado,arrendada,medio,sin_cuenta,0.0,4126000.0,39.0,libre_inversion,mora_severa,malo
2752,32.0,F,informal,propia,bajo,medio,261000.0,2549000.0,18.0,libre_inversion,al_dia,bueno
2753,38.0,M,,arrendada,bajo,medio,1239503.0,1129000.0,33.0,electrodomesticos,al_dia,bueno
2754,36.0,F,formal_no_calificado,arrendada,alto,sin_cuenta,0.0,3266000.0,18.0,vehiculo,sin_creditos_previos,bueno
2755,28.0,M,alta_calificacion,propia,bajo,medio,1521000.0,2966000.0,9.0,libre_inversion,al_dia,bueno
2756,42.0,F,formal_calificado,arrendada,bajo,medio,641000.0,8545000.0,18.0,vehiculo,al_dia,malo
2757,40.0,F,informal,propia,bajo,bajo,236000.0,13253000.0,36.0,libre_inversion,al_dia,bueno
2758,34.0,M,formal_no_calificado,familiar,medio,medio,225000.0,3437000.0,24.0,educacion,al_dia,bueno
2759,41.0,F,formal_no_calificado,arrendada,medio,medio,391000.0,5630000.0,33.0,vehiculo,al_dia,bueno
2760,54.0,M,informal,familiar,bajo,sin_cuenta,0.0,2159000.0,18.0,remodelacion,mora_severa,malo
2761,27.0,F,formal_no_calificado,arrendada,medio,sin_cuenta,0.0,6911000.0,15.0,remodelacion,al_dia,bueno
2762,32.0,M,informal,familiar,muy_alto,bajo,155000.0,4450000.0,33.0,electrodomesticos,mora_severa,bueno
2763,32.0,M,informal,propia,bajo,sin_cuenta,,3599000.0,21.0,electrodomesticos,mora_severa,bueno
2764,41.0,M,formal_calificado,propia,alto,medio,380000.0,8672000.0,24.0,vehiculo,al_dia,bueno
2765,30.0,M,informal,familiar,bajo,medio,440000.0,6057000.0,27.0,vehiculo,al_dia,bueno
2766,40.0,F,formal_calificado,familiar,bajo,sin_cuenta,0.0,12650000.0,9.0,vehiculo,mora_severa,malo
2767,30.0,F,formal_no_calificado,familiar,bajo,alto,2312000.0,2902000.0,30.0,libre_inversion,al_dia,bueno
2768,27.0,M,formal_calificado,familiar,bajo,alto,1575000.0,4787000.0,12.0,vehiculo,sin_creditos_previos,bueno
2769,34.0,M,formal_calificado,arrendada,alto,sin_cuenta,0.0,3426000.0,9.0,vehiculo,al_dia,bueno
2770,30.0,F,formal_calificado,arrendada,bajo,bajo,115000.0,,18.0,libre_inversion,al_dia,bueno
2771,35.0,M,informal,arrendada,medio,sin_cuenta,0.0,4088000.0,21.0,negocio,al_dia,bueno
2772,37.0,M,alta_calificacion,propia,bajo,alto,1520000.0,,42.0,libre_inversion,sin_creditos_previos,bueno
2773,24.0,F,informal,arrendada,bajo,bajo,147000.0,2263736.0,30.0,libre_inversion,al_dia,bueno
2774,31.0,M,formal_calificado,familiar,muy_alto,medio,367000.0,2371000.0,9.0,remodelacion,mora_severa,bueno
2775,34.0,M,formal_no_calificado,arrendada,alto,alto,3108000.0,1888000.0,24.0,educacion,mora_severa,bueno
2776,41.0,M,informal,arrendada,bajo,medio,795000.0,8427000.0,21.0,vehiculo,mora_severa,malo
2777,40.0,M,,arrendada,bajo,medio,684000.0,1629000.0,,electrodomesticos,al_dia,bueno
2778,28.0,F,formal_no_calificado,familiar,bajo,sin_cuenta,0.0,10790000.0,30.0,libre_inversion,al_dia,bueno
2779,33.0,F,informal,propia,muy_alto,sin_cuenta,0.0,7825000.0,42.0,otros,mora_severa,bueno
2780,38.0,F,informal,propia,bajo,bajo,47000.0,4820000.0,21.0,remodelacion,mora_severa,bueno
2781,32.0,M,informal,arrendada,bajo,medio,1424000.0,5270000.0,18.0,libre_inversion,al_dia,bueno
2782,29.0,F,alta_calificacion,familiar,medio,sin_cuenta,0.0,7335000.0,24.0,educacion,al_dia,bueno
2783,34.0,F,formal_no_calificado,arrendada,muy_alto,bajo,229000.0,3153000.0,24.0,libre_inversion,al_dia,bueno
2784,37.0,F,informal,arrendada,bajo,medio,482000.0,8869000.0,51.0,vehiculo,al_dia,bueno
2785,28.0,F,formal_calificado,propia,medio,sin_cuenta,0.0,4737000.0,15.0,electrodomesticos,mora_leve,bueno
2786,39.0,F,formal_no_calificado,arrendada,bajo,bajo,42000.0,8093000.0,15.0,remodelacion,mora_severa,bueno
2787,35.0,F,formal_calificado,familiar,medio,sin_cuenta,0.0,2730000.0,33.0,otros,al_dia,malo
2788,39.0,F,formal_no_calificado,propia,bajo,sin_cuenta,0.0,23600000.0,18.0,vehiculo,mora_severa,bueno
2789,33.0,F,informal,arrendada,alto,sin_cuenta,0.0,1909000.0,9.0,remodelacion,al_dia,bueno
2790,52.0,M,informal,propia,medio,medio,667000.0,1698000.0,42.0,remodelacion,al_dia,bueno
2791,37.0,F,formal_calificado,propia,muy_alto,sin_cuenta,,12780000.0,39.0,libre_inversion,al_dia,bueno
2792,,F,formal_calificado,arrendada,bajo,bajo,106000.0,6217000.0,12.0,remodelacion,mora_leve,bueno
2793,39.0,M,formal_calificado,arrendada,alto,medio,898000.0,6934000.0,21.0,negocio,al_dia,bueno
2794,33.0,M,,arrendada,bajo,bajo,155000.0,3804000.0,9.0,electrodomesticos,al_dia,bueno
2795,36.0,M,formal_calificado,arrendada,bajo,bajo,213000.0,5307000.0,30.0,vehiculo,mora_severa,malo
2796,30.0,F,informal,arrendada,bajo,bajo,188000.0,1987000.0,30.0,remodelacion,al_dia,bueno
2797,51.0,M,formal_calificado,familiar,alto,alto,2187000.0,2878000.0,6.0,educacion,al_dia,bueno
2798,38.0,M,informal,propia,bajo,medio,1048000.0,2721000.0,21.0,libre_inversion,sin_creditos_previos,bueno
2799,28.0,M,formal_calificado,propia,medio,sin_cuenta,0.0,2776000.0,36.0,libre_inversion,al_dia,bueno
2800,47.0,M,,arrendada,medio,medio,303000.0,2883000.0,9.0,remodelacion,al_dia,bueno
2801,33.0,F,informal,familiar,medio,bajo,158000.0,2968832.0,24.0,libre_inversion,al_dia,bueno
2802,42.0,M,formal_calificado,arrendada,medio,bajo,390000.0,2947000.0,9.0,educacion,sin_creditos_previos,bueno
2803,24.0,M,formal_no_calificado,arrendada,medio,bajo,545000.0,7661000.0,12.0,vehiculo,mora_severa,malo
2804,45.0,M,informal,arrendada,bajo,medio,746000.0,4699000.0,9.0,libre_inversion,sin_creditos_previos,bueno
2805,37.0,F,informal,propia,medio,medio,647000.0,6940000.0,45.0,educacion,mora_severa,bueno
2806,28.0,F,formal_calificado,familiar,bajo,bajo,163000.0,1182000.0,36.0,libre_inversion,al_dia,bueno
2807,37.0,M,informal,arrendada,medio,sin_cuenta,0.0,3425000.0,9.0,vehiculo,al_dia,malo
2808,49.0,M,informal,arrendada,alto,bajo,153000.0,4131000.0,24.0,vehiculo,mora_leve,bueno
2809,30.0,F,formal_calificado,familiar,bajo,bajo,148000.0,7379000.0,9.0,educacion,al_dia,bueno
2810,,F,formal_no_calificado,arrendada,,bajo,113000.0,2789000.0,30.0,libre_inversion,mora_severa,bueno
2811,,F,formal_calificado,propia,bajo,alto,521000.0,1887000.0,,remodelacion,mora_severa,malo
2812,34.0,M,formal_no_calificado,propia,alto,alto,1946000.0,5879000.0,,otros,al_dia,bueno
2813,,F,formal_no_calificado,propia,alto,alto,1736000.0,3067000.0,24.0,electrodomesticos,sin_creditos_previos,bueno
2814,38.0,F,formal_calificado,familiar,bajo,medio,705000.0,16040215.0,21.0,libre_inversion,mora_leve,bueno
2815,32.0,M,informal,familiar,muy_alto,bajo,204000.0,1936000.0,24.0,libre_inversion,mora_severa,bueno
2816,36.0,F,informal,arrendada,bajo,sin_cuenta,,2322000.0,15.0,electrodomesticos,mora_severa,bueno
2817,51.0,F,formal_no_calificado,familiar,alto,alto,4660000.0,4056000.0,24.0,vehiculo,al_dia,bueno
2818,39.0,F,alta_calificacion,propia,muy_alto,bajo,349000.0,,18.0,electrodomesticos,al_dia,bueno
2819,33.0,F,informal,propia,bajo,sin_cuenta,0.0,1550000.0,9.0,electrodomesticos,al_dia,bueno
2820,32.0,M,alta_calificacion,propia,muy_alto,sin_cuenta,0.0,2165000.0,12.0,educacion,al_dia,bueno
2821,36.0,M,formal_calificado,familiar,bajo,medio,617000.0,5934000.0,33.0,remodelacion,mora_leve,bueno
2822,42.0,M,formal_no_calificado,propia,bajo,sin_cuenta,0.0,4158000.0,9.0,remodelacion,mora_leve,bueno
2823,29.0,F,informal,propia,alto,medio,1532000.0,4068000.0,24.0,libre_inversion,al_dia,bueno
2824,41.0,M,informal,propia,bajo,bajo,37000.0,13411000.0,18.0,vehiculo,mora_severa,bueno
2825,33.0,M,formal_no_calificado,arrendada,bajo,sin_cuenta,0.0,5384000.0,12.0,educacion,al_dia,bueno
2826,34.0,F,,arrendada,bajo,medio,366000.0,6050000.0,9.0,educacion,al_dia,bueno
2827,64.0,M,informal,propia,medio,medio,354000.0,5224000.0,36.0,libre_inversion,mora_severa,bueno
2828,40.0,F,informal,familiar,medio,sin_cuenta,0.0,5874000.0,39.0,libre_inversion,al_dia,bueno
2829,30.0,M,alta_calificacion,familiar,alto,sin_cuenta,0.0,,9.0,remodelacion,al_dia,bueno
2830,37.0,M,informal,propia,alto,bajo,147000.0,3826000.0,24.0,vehiculo,al_dia,bueno
2831,43.0,M,formal_no_calificado,familiar,alto,sin_cuenta,0.0,4659000.0,18.0,vehiculo,al_dia,bueno
2832,40.0,M,informal,familiar,medio,bajo,398000.0,4309000.0,24.0,libre_inversion,al_dia,malo
2833,24.0,M,informal,familiar,alto,alto,1040000.0,12150000.0,66.0,vehiculo,al_dia,bueno
2834,34.0,M,informal,propia,bajo,sin_cuenta,0.0,1763000.0,18.0,libre_inversion,sin_creditos_previos,malo
2835,38.0,F,formal_calificado,familiar,medio,bajo,206000.0,5650000.0,15.0,libre_inversion,al_dia,bueno
2836,37.0,M,,arrendada,bajo,sin_cuenta,0.0,15275000.0,21.0,vehiculo,mora_leve,malo
2837,30.0,M,informal,propia,bajo,bajo,209000.0,10039000.0,27.0,educacion,al_dia,malo
2838,40.0,M,formal_calificado,arrendada,bajo,bajo,62000.0,4126000.0,18.0,negocio,mora_severa,bueno
2839,45.0,M,informal,propia,bajo,sin_cuenta,0.0,10548000.0,63.0,libre_inversion,mora_leve,malo
2840,25.0,M,formal_calificado,arrendada,,medio,380000.0,2976000.0,15.0,libre_inversion,mora_leve,bueno
2841,24.0,M,informal,arrendada,bajo,medio,509000.0,4624000.0,30.0,libre_inversion,al_dia,bueno
2842,37.0,F,formal_calificado,arrendada,alto,bajo,248000.0,14770000.0,42.0,negocio,mora_severa,bueno
2843,41.0,F,alta_calificacion,propia,bajo,medio,702000.0,6972000.0,6.0,libre_inversion,mora_leve,bueno
2844,30.0,F,,familiar,medio,sin_cuenta,,3045000.0,27.0,otros,mora_severa,bueno
2845,23.0,F,,propia,bajo,bajo,298000.0,3244000.0,15.0,remodelacion,al_dia,bueno
2846,34.0,M,formal_no_calificado,familiar,muy_alto,medio,465000.0,9030000.0,12.0,educacion,al_dia,bueno
2847,37.0,M,formal_calificado,arrendada,bajo,bajo,183000.0,3777000.0,21.0,libre_inversion,al_dia,bueno
2848,32.0,M,formal_no_calificado,propia,medio,alto,6922000.0,695000.0,42.0,electrodomesticos,al_dia,bueno
2849,43.0,F,informal,arrendada,muy_alto,bajo,110000.0,5874000.0,33.0,libre_inversion,al_dia,bueno
2850,37.0,M,formal_no_calificado,familiar,medio,alto,3664000.0,2585000.0,9.0,remodelacion,sin_creditos_previos,malo
2851,29.0,M,informal,familiar,alto,sin_cuenta,0.0,,33.0,electrodomesticos,al_dia,bueno
2852,30.0,F,formal_no_calificado,propia,bajo,sin_cuenta,0.0,5690000.0,15.0,educacion,al_dia,bueno
2853,34.0,M,informal,propia,bajo,bajo,212000.0,2082000.0,39.0,remodelacion,mora_severa,bueno
2854,31.0,M,formal_no_calificado,propia,bajo,medio,1039000.0,4763000.0,9.0,otros,mora_leve,bueno
2855,24.0,F,informal,arrendada,bajo,sin_cuenta,0.0,1314000.0,27.0,electrodomesticos,al_dia,bueno
2856,36.0,M,informal,propia,bajo,sin_cuenta,0.0,1679000.0,12.0,electrodomesticos,mora_severa,bueno
2857,30.0,M,informal,propia,medio,alto,1855000.0,5493000.0,33.0,libre_inversion,al_dia,bueno
2858,31.0,M,alta_calificacion,arrendada,muy_alto,medio,596000.0,,45.0,libre_inversion,al_dia,bueno
2859,27.0,M,formal_no_calificado,familiar,medio,bajo,87000.0,2033000.0,21.0,libre_inversion,al_dia,bueno
2860,49.0,F,formal_no_calificado,propia,alto,sin_cuenta,0.0,,15.0,libre_inversion,sin_creditos_previos,malo
2861,39.0,F,formal_calificado,arrendada,bajo,medio,566000.0,5153000.0,,libre_inversion,mora_severa,malo
2862,53.0,M,formal_no_calificado,propia,bajo,alto,1704000.0,3621000.0,21.0,libre_inversion,al_dia,bueno
2863,32.0,M,informal,arrendada,,medio,287956.0,6033000.0,27.0,libre_inversion,al_dia,bueno
2864,40.0,M,formal_no_calificado,arrendada,bajo,sin_cuenta,,36821000.0,9.0,remodelacion,mora_severa,malo
2865,36.0,F,informal,familiar,bajo,bajo,81000.0,1113000.0,12.0,electrodomesticos,al_dia,bueno
2866,29.0,M,formal_no_calificado,arrendada,alto,bajo,263000.0,1894000.0,24.0,negocio,mora_severa,bueno
2867,32.0,M,informal,propia,bajo,alto,1494000.0,12837000.0,21.0,vehiculo,mora_leve,bueno
2868,39.0,F,alta_calificacion,arrendada,bajo,medio,1626000.0,1870000.0,12.0,libre_inversion,mora_severa,malo
2869,27.0,F,,propia,bajo,medio,582000.0,9187000.0,36.0,negocio,mora_severa,malo
2870,43.0,F,informal,propia,medio,bajo,,8137000.0,15.0,negocio,mora_severa,malo
2871,35.0,F,formal_no_calificado,familiar,bajo,sin_cuenta,0.0,9732000.0,51.0,vehiculo,al_dia,malo
2872,42.0,M,informal,arrendada,medio,medio,1501740.0,4999000.0,27.0,libre_inversion,al_dia,bueno
2873,37.0,F,informal,familiar,bajo,medio,424000.0,,33.0,negocio,al_dia,malo
2874,25.0,F,formal_calificado,propia,,sin_cuenta,,2675000.0,24.0,otros,al_dia,bueno
2875,34.0,M,formal_calificado,familiar,alto,medio,943000.0,6785000.0,15.0,otros,al_dia,bueno
2876,44.0,M,formal_calificado,familiar,,sin_cuenta,0.0,3490000.0,24.0,vehiculo,al_dia,bueno
2877,35.0,M,formal_no_calificado,arrendada,medio,medio,438000.0,4672000.0,18.0,libre_inversion,al_dia,bueno
2878,34.0,F,formal_no_calificado,propia,bajo,medio,1624000.0,8119000.0,12.0,vehiculo,al_dia,bueno
2879,35.0,F,informal,familiar,bajo,sin_cuenta,0.0,2422000.0,12.0,electrodomesticos,mora_leve,bueno
2880,24.0,F,formal_no_calificado,familiar,bajo,medio,1106000.0,6567000.0,18.0,libre_inversion,al_dia,bueno
2881,45.0,M,formal_no_calificado,propia,bajo,bajo,104000.0,4394000.0,27.0,libre_inversion,sin_creditos_previos,bueno
2882,22.0,F,informal,familiar,muy_alto,bajo,81000.0,4184000.0,18.0,otros,al_dia,bueno
2883,47.0,M,informal,familiar,alto,alto,2654000.0,2591742.0,18.0,libre_inversion,al_dia,bueno
2884,31.0,M,informal,propia,alto,alto,1366000.0,2478000.0,27.0,libre_inversion,al_dia,bueno
2885,38.0,F,informal,arrendada,bajo,bajo,96000.0,1546000.0,18.0,electrodomesticos,al_dia,bueno
2886,23.0,F,informal,propia,medio,medio,953000.0,4269000.0,,otros,al_dia,bueno
2887,41.0,F,informal,arrendada,medio,bajo,183000.0,1662000.0,15.0,otros,al_dia,malo
2888,39.0,M,formal_no_calificado,familiar,bajo,medio,401000.0,12881000.0,33.0,libre_inversion,al_dia,bueno
2889,38.0,M,informal,familiar,medio,sin_cuenta,0.0,3916000.0,21.0,remodelacion,sin_creditos_previos,malo
2890,23.0,M,informal,propia,alto,bajo,81000.0,6629000.0,72.0,otros,al_dia,malo
2891,29.0,M,formal_no_calificado,arrendada,alto,sin_cuenta,0.0,2380000.0,18.0,remodelacion,sin_creditos_previos,bueno
2892,37.0,F,formal_calificado,arrendada,muy_alto,alto,2042000.0,13476711.0,30.0,libre_inversion,mora_severa,bueno
2893,45.0,M,informal,arrendada,bajo,alto,1142000.0,4032000.0,21.0,remodelacion,mora_severa,bueno
2894,28.0,M,informal,arrendada,alto,sin_cuenta,0.0,1700000.0,6.0,electrodomesticos,al_dia,bueno
2895,28.0,M,formal_no_calificado,arrendada,muy_alto,bajo,352000.0,2141000.0,21.0,electrodomesticos,sin_creditos_previos,bueno
2896,37.0,F,informal,propia,medio,bajo,123000.0,2417000.0,18.0,electrodomesticos,al_dia,bueno
2897,62.0,F,informal,propia,bajo,sin_cuenta,0.0,3502000.0,24.0,libre_inversion,al_dia,malo
2898,30.0,M,formal_no_calificado,familiar,bajo,sin_cuenta,0.0,1959000.0,15.0,educacion,sin_creditos_previos,bueno
2899,31.0,M,,propia,bajo,medio,1704000.0,9278000.0,6.0,vehiculo,mora_leve,bueno
2900,30.0,F,formal_calificado,arrendada,bajo,sin_cuenta,0.0,2886000.0,45.0,libre_inversion,mora_leve,malo
2901,33.0,F,formal_calificado,familiar,muy_alto,bajo,203000.0,10051000.0,15.0,vehiculo,mora_leve,bueno
2902,46.0,M,informal,familiar,muy_alto,alto,3361000.0,2577000.0,33.0,remodelacion,al_dia,bueno
2903,33.0,M,formal_no_calificado,arrendada,alto,sin_cuenta,0.0,3095000.0,21.0,electrodomesticos,al_dia,bueno
2904,64.0,F,alta_calificacion,propia,bajo,bajo,104000.0,2604000.0,24.0,educacion,al_dia,bueno
2905,35.0,F,formal_no_calificado,arrendada,medio,alto,2426000.0,4350000.0,24.0,negocio,al_dia,bueno
2906,47.0,M,,arrendada,bajo,medio,1832000.0,5830000.0,18.0,remodelacion,al_dia,bueno
2907,32.0,M,formal_calificado,arrendada,bajo,sin_cuenta,0.0,5387000.0,21.0,electrodomesticos,mora_severa,bueno
2908,26.0,M,informal,propia,bajo,sin_cuenta,0.0,8541000.0,,electrodomesticos,sin_creditos_previos,bueno
2909,33.0,M,informal,propia,muy_alto,medio,485000.0,8497000.0,21.0,vehiculo,al_dia,bueno
2910,39.0,M,informal,arrendada,medio,sin_cuenta,0.0,7968000.0,33.0,vehiculo,mora_severa,malo
2911,29.0,M,formal_calificado,familiar,,bajo,231000.0,1598000.0,18.0,electrodomesticos,mora_severa,bueno
2912,45.0,M,informal,arrendada,bajo,sin_cuenta,0.0,1649000.0,21.0,educacion,al_dia,bueno
2913,31.0,M,formal_no_calificado,propia,bajo,medio,661921.0,5572000.0,12.0,educacion,mora_leve,bueno
2914,27.0,M,formal_no_calificado,propia,medio,bajo,243000.0,3601000.0,,libre_inversion,mora_severa,malo
2915,60.0,M,formal_calificado,arrendada,medio,bajo,59000.0,3631000.0,21.0,otros,al_dia,bueno
2916,28.0,F,formal_calificado,arrendada,alto,medio,994000.0,3009000.0,24.0,otros,al_dia,bueno
2917,30.0,M,informal,propia,bajo,sin_cuenta,0.0,3461000.0,42.0,libre_inversion,mora_severa,bueno
2918,40.0,F,informal,familiar,bajo,bajo,,5242000.0,21.0,otros,mora_severa,malo
2919,32.0,F,formal_no_calificado,familiar,alto,alto,1655000.0,9246000.0,42.0,electrodomesticos,mora_severa,bueno
2920,27.0,F,formal_calificado,familiar,bajo,medio,202000.0,1920000.0,15.0,libre_inversion,al_dia,bueno
2921,30.0,M,formal_calificado,arrendada,bajo,sin_cuenta,0.0,1540000.0,15.0,remodelacion,mora_leve,bueno
2922,54.0,M,formal_no_calificado,familiar,alto,alto,1895000.0,3265000.0,15.0,libre_inversion,al_dia,bueno
2923,39.0,F,formal_calificado,arrendada,medio,sin_cuenta,0.0,2806000.0,12.0,remodelacion,mora_severa,bueno
2924,41.0,M,informal,arrendada,medio,bajo,148000.0,12447000.0,24.0,negocio,mora_severa,bueno
2925,36.0,M,informal,propia,bajo,sin_cuenta,0.0,9824000.0,27.0,vehiculo,al_dia,malo
2926,38.0,M,formal_calificado,propia,medio,medio,1122000.0,29168000.0,54.0,vehiculo,mora_severa,bueno
2927,31.0,F,formal_no_calificado,propia,bajo,sin_cuenta,0.0,7223000.0,21.0,libre_inversion,al_dia,bueno
2928,35.0,F,formal_calificado,familiar,medio,sin_cuenta,0.0,9432000.0,42.0,vehiculo,mora_severa,malo
2929,23.0,M,informal,arrendada,,bajo,119000.0,2739000.0,12.0,electrodomesticos,mora_leve,bueno
2930,43.0,F,formal_no_calificado,familiar,bajo,sin_cuenta,0.0,5092000.0,15.0,educacion,sin_creditos_previos,bueno
2931,31.0,F,informal,arrendada,bajo,medio,1049000.0,3662000.0,18.0,negocio,al_dia,bueno
2932,27.0,M,informal,propia,,bajo,275000.0,3209000.0,12.0,electrodomesticos,mora_leve,bueno
2933,36.0,M,informal,arrendada,bajo,bajo,114000.0,15246000.0,24.0,vehiculo,mora_severa,malo
2934,33.0,M,formal_calificado,propia,bajo,sin_cuenta,0.0,4389000.0,12.0,vehiculo,al_dia,bueno
2935,42.0,F,informal,familiar,alto,alto,1446000.0,2463000.0,21.0,electrodomesticos,al_dia,bueno
2936,33.0,F,informal,propia,bajo,bajo,250000.0,5730000.0,21.0,libre_inversion,al_dia,bueno
2937,30.0,F,informal,propia,bajo,bajo,218000.0,16361000.0,24.0,vehiculo,mora_severa,bueno
2938,34.0,F,informal,arrendada,medio,sin_cuenta,0.0,2407000.0,42.0,electrodomesticos,al_dia,malo
2939,48.0,M,formal_no_calificado,familiar,medio,alto,2644000.0,4938000.0,15.0,remodelacion,al_dia,bueno
2940,,F,formal_calificado,arrendada,bajo,bajo,153000.0,5326380.0,48.0,libre_inversion,al_dia,bueno
2941,39.0,F,formal_no_calificado,propia,bajo,sin_cuenta,0.0,7126000.0,36.0,vehiculo,al_dia,bueno
2942,43.0,F,informal,arrendada,bajo,sin_cuenta,0.0,,24.0,educacion,mora_severa,bueno
2943,40.0,M,formal_no_calificado,propia,bajo,bajo,256000.0,2631000.0,12.0,educacion,al_dia,bueno
2944,28.0,M,informal,arrendada,,sin_cuenta,0.0,1485000.0,24.0,electrodomesticos,mora_leve,bueno
2945,41.0,M,formal_no_calificado,arrendada,,bajo,65000.0,5220000.0,,negocio,mora_severa,bueno
2946,45.0,M,formal_calificado,propia,bajo,sin_cuenta,0.0,3832000.0,30.0,educacion,mora_severa,bueno
2947,45.0,F,formal_no_calificado,arrendada,bajo,bajo,157000.0,2213000.0,18.0,educacion,mora_severa,bueno
2948,27.0,F,alta_calificacion,propia,medio,medio,438000.0,4730000.0,39.0,educacion,mora_severa,malo
2949,30.0,F,informal,propia,bajo,bajo,102000.0,16064000.0,39.0,remodelacion,al_dia,bueno
2950,30.0,M,formal_calificado,arrendada,alto,sin_cuenta,,4845000.0,30.0,negocio,mora_severa,bueno
2951,32.0,M,formal_calificado,propia,medio,bajo,153000.0,2896000.0,12.0,libre_inversion,mora_severa,bueno
2952,38.0,M,formal_calificado,propia,medio,medio,179000.0,2397000.0,18.0,electrodomesticos,mora_severa,bueno
2953,35.0,F,formal_no_calificado,arrendada,bajo,medio,717000.0,3669000.0,39.0,educacion,mora_severa,malo
2954,35.0,F,informal,arrendada,bajo,medio,320000.0,2775000.0,63.0,libre_inversion,al_dia,bueno
2955,26.0,M,formal_calificado,familiar,bajo,medio,249000.0,10419000.0,18.0,libre_inversion,sin_creditos_previos,bueno
2956,30.0,F,formal_no_calificado,familiar,muy_alto,sin_cuenta,0.0,2621000.0,24.0,vehiculo,mora_severa,bueno
2957,46.0,F,formal_no_calificado,arrendada,,sin_cuenta,0.0,1057000.0,18.0,electrodomesticos,al_dia,bueno
2958,45.0,M,informal,arrendada,bajo,sin_cuenta,0.0,6286000.0,12.0,remodelacion,mora_severa,bueno
2959,33.0,M,informal,arrendada,medio,sin_cuenta,0.0,848000.0,15.0,electrodomesticos,al_dia,malo
2960,41.0,M,alta_calificacion,arrendada,bajo,medio,732000.0,6102000.0,22.0,libre_inversion,mora_leve,bueno
